"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"6056-10","1","6056-10","Pq. Sta. Cecília - Term. Grajaú","3","",""
"6056-41","1","6056-41","Vl. Natal - Term. Grajaú","3","",""
"6057-10","1","6057-10","Vl. Natal - Term. Grajaú","3","",""
"6058-10","1","6058-10","Jd. Noronha - Term. Varginha","3","",""
"6059-10","1","6059-10","Jd. Universal - Sto. Amaro","3","",""
"6061-10","1","6061-10","Jd. Marilda - Term. Grajaú","3","",""
"6062-10","1","6062-10","Jd. Castro Alves - Term. Grajaú","3","",""
"6062-51","1","6062-51","Jd. Castro Alves - Term. Sto. Amaro","3","",""
"6063-10","1","6063-10","Jd. Varginha - Term. Varginha","3","",""
"6063-41","1","6063-41","Jd. Novo Marilda - Term. Varginha","3","",""
"6063-42","1","6063-42","Chác. Sto. Amaro - Term. Varginha","3","",""
"6063-43","1","6063-43","Vl. Da Paz - Term. Varginha","3","",""
"6069-10","1","6069-10","Jd. São Bernardo - Term. Sto. Amaro","3","",""
"6071-10","1","6071-10","Jd. Orion - Term. Sto. Amaro","3","",""
"6071-22","1","6071-22","Jd. Primavera - Term. Sto. Amaro","3","",""
"6072-10","1","6072-10","Jd. São Nicolau - Term. Varginha","3","",""
"6072-21","1","6072-21","Jd. Iporã - Term. Varginha","3","",""
"6072-22","1","6072-22","Jd. Manacá Da Serra - Term. Varginha","3","",""
"6072-23","1","6072-23","Term. Varginha - Baln. São José","3","",""
"6073-10","1","6073-10","Jd. Sta. Terezinha - Term. Varginha","3","",""
"6073-21","1","6073-21","Jd. Silveira - Term. Varginha","3","",""
"6074-10","1","6074-10","Jd. Gaivotas - Cptm Jurubatuba","3","",""
"6075-10","1","6075-10","Jd. Rec. Campo Belo - Term. Varginha","3","",""
"6075-41","1","6075-41","Jd. Almeida - Term. Varginha","3","",""
"6076-10","1","6076-10","Jd. Progresso - Term. Sto. Amaro","3","",""
"6076-41","1","6076-41","Jd. Satélite Ii - Term. Sto. Amaro","3","",""
"6078-10","1","6078-10","Cantinho Do Céu - Shop. Interlagos","3","",""
"607A-10","1","607A-10","Jd. Apurá - Socorro","3","",""
"607A-21","1","607A-21","Jd. Apurá - Cptm Jurubatuba","3","",""
"607C-10","1","607C-10","Jd. Miriam - Itaim Bibi","3","",""
"607G-10","1","607G-10","Metrô Conceição - E.t. áGua Espraiada","3","",""
"607M-10","1","607M-10","Term. Grajaú - E.t. áGua Espraiada","3","",""
"6080-10","1","6080-10","Jd. Lucélia - Shop. Interlagos","3","",""
"6083-10","1","6083-10","Jd. Eliana - Term. Grajaú","3","",""
"6084-10","1","6084-10","Jd. Chác. Do Sol - Term. Varginha","3","",""
"6084-21","1","6084-21","Jd. Moraes Prado - Term. Varginha","3","",""
"6091-10","1","6091-10","Vargem Grande - Term. Sto. Amaro","3","",""
"6091-21","1","6091-21","Jd. Silveira - Term. Sto. Amaro","3","",""
"6091-51","1","6091-51","Colônia - Term. Sto. Amaro","3","",""
"6092-10","1","6092-10","Jd. Das Pedras - Term. Grajaú","3","",""
"6093-10","1","6093-10","Vargem Grande - Term. Grajaú","3","",""
"6099-10","1","6099-10","Divisa De Embu-guaçu - Term. Grajaú","3","",""
"609F-10","1","609F-10","Chác. Santana - Term. Princ. Isabel","3","",""
"609F-21","1","609F-21","Chác. Santana - Anhangabaú","3","",""
"609J-10","1","609J-10","Aeroporto - Metrô São Judas","3","",""
"609R-10","1","609R-10","Jd. Capela - Ccpd Raul Tabajara","3","",""
"6110-10","1","6110-10","Conj. Hab. Palmares - Aeroporto","3","",""
"6115-10","1","6115-10","Cantinho Do Céu - Term. Grajaú","3","",""
"6115-41","1","6115-41","Pq. Res. Dos Lagos - Term. Grajaú","3","",""
"6116-10","1","6116-10","Jd. Prainha - Term. Grajaú","3","",""
"6118-10","1","6118-10","Jd. Icaraí - Term. Sto. Amaro","3","",""
"6120-10","1","6120-10","Jd. Lucélia - Term. Grajaú","3","",""
"6200-10","1","6200-10","Term. Sto. Amaro - Term. Bandeira","3","",""
"6232-10","1","6232-10","Pinheiros/vila Ida  - Metrô Barra Funda","3","",""
"6250-10","1","6250-10","Jd. Jaqueline - Term. Bandeira","3","",""
"6258-10","1","6258-10","Jd. São Francisco - Term. Sto. Amaro","3","",""
"6258-31","1","6258-31","Jd. Sta. Margarida - Jd. Ibirapuera","3","",""
"6262-10","1","6262-10","Ceasa - Term. Bandeira","3","",""
"6262-21","1","6262-21","Vl. Leopoldina - Cptm Leopoldina","3","",""
"627J-10","1","627J-10","Jd. Miriam - Metrô São Judas","3","",""
"6291-10","1","6291-10","Inocoop Campo Limpo - Term. Bandeira","3","",""
"6338-10","1","6338-10","Jd. Miriam - Term. Princ. Isabel","3","",""
"6338-21","1","6338-21","Jd. Miriam - Pq. Ibirapuera","3","",""
"6358-10","1","6358-10","Jd. Luso - Term. Bandeira","3","",""
"6366-10","1","6366-10","Jd. Miriam - Term. Bandeira","3","",""
"637A-10","1","637A-10","Term. Jd. âNgela - Term. Pinheiros","3","",""
"637A-21","1","637A-21","Vl. Remo - Term. Pinheiros","3","",""
"637A-22","1","637A-22","Itaim Bibi - Term. Jd. âNgela","3","",""
"637A-25","1","637A-25","Piraporinha - Term. Pinheiros","3","",""
"637A-26","1","637A-26","Term. Guarapiranga - Term. Pinheiros","3","",""
"637G-10","1","637G-10","Grajaú - Pinheiros","3","",""
"637G-51","1","637G-51","Jd. Eliana - Pinheiros","3","",""
"637J-10","1","637J-10","Vl. São José - Pinheiros","3","",""
"637P-10","1","637P-10","Term. Sto. Amaro - Term. Pinheiros","3","",""
"637R-10","1","637R-10","Jd. Aracati - Term. Sto. Amaro","3","",""
"637V-10","1","637V-10","Pq. América - Term. Sto. Amaro","3","",""
"6400-10","1","6400-10","Term. João Dias - Term. Bandeira","3","",""
"6403-10","1","6403-10","Term. João Dias - Term. Pq. D. Pedro Ii","3","",""
"6412-10","1","6412-10","Paraisópolis - Paulista","3","",""
"6412-21","1","6412-21","Paraisópolis - Itaim Bibi","3","",""
"6414-10","1","6414-10","Socorro - Term. Bandeira","3","",""
"6418-10","1","6418-10","Real Pq. - Brooklin Novo","3","",""
"6418-31","1","6418-31","Real Pq. - Brooklin Novo","3","",""
"6422-10","1","6422-10","Vl. Cruzeiro - Term. Bandeira","3","",""
"6450-10","1","6450-10","Term. Capelinha - Term. Bandeira","3","",""
"6450-21","1","6450-21","Term. Capelinha - Itaim Bibi","3","",""
"6450-51","1","6450-51","Valo Velho - Term. Bandeira","3","",""
"6451-10","1","6451-10","Term. Capelinha - Term. Bandeira","3","",""
"6451-21","1","6451-21","Term. Capelinha - Pça. 14 Bis","3","",""
"6455-10","1","6455-10","Term. Capelinha - Lgo. São Francisco","3","",""
"6455-21","1","6455-21","Term. Capelinha - Ibirapuera","3","",""
"6475-10","1","6475-10","Jd. Vaz De Lima - Term. Bandeira","3","",""
"647A-10","1","647A-10","Valo Velho - Pinheiros","3","",""
"647C-10","1","647C-10","Term. João Dias - Hosp. Das Clínicas","3","",""
"647P-10","1","647P-10","Cohab Adventista - Term. Pinheiros","3","",""
"648P-10","1","648P-10","Term. Capelinha - Term. Pinheiros","3","",""
"648P-21","1","648P-21","Term. Capelinha - Itaim Bibi","3","",""
"6500-10","1","6500-10","Term. Sto. Amaro - Term. Bandeira","3","",""
"6505-10","1","6505-10","Term. Guarapiranga - Term. Bandeira","3","",""
"669A-10","1","669A-10","Term. Sto. Amaro - Term. Princ. Isabel","3","",""
"6726-10","1","6726-10","Jd. Gaivotas - Term. Grajaú","3","",""
"675A-10","1","675A-10","Pq. Sto. Antonio - Metrô São Judas","3","",""
"675G-10","1","675G-10","Pq. Res. Cocaia - Metrô Jabaquara","3","",""
"675G-22","1","675G-22","Pq. Res. Cocaia - Col. Sta. Maria","3","",""
"675G-41","1","675G-41","Jd. Castro Alves - Metrô Jabaquara","3","",""
"675I-10","1","675I-10","Term. João Dias - Metrô São Judas","3","",""
"675K-10","1","675K-10","Term. Jd. âNgela - Metrô Sta. Cruz","3","",""
"675K-23","1","675K-23","Vl. Remo - Moema","3","",""
"675L-10","1","675L-10","Term. Sto. Amaro - Metrô Sta. Cruz","3","",""
"675M-10","1","675M-10","Centro Sesc - Metrô Jabaquara","3","",""
"675N-10","1","675N-10","Term. Sto. Amaro - Metrô Ana Rosa","3","",""
"675P-10","1","675P-10","Shop. Sp Market - Metrô Conceição","3","",""
"675R-10","1","675R-10","Grajaú - Metrô Jabaquara","3","",""
"675V-10","1","675V-10","Term. Capelinha - Metrô Jabaquara","3","",""
"675X-10","1","675X-10","Term. Grajaú - Metrô Vl. Mariana","3","",""
"675Z-10","1","675Z-10","Jd. Guarujá - Metrô Jabaquara","3","",""
"677A-10","1","677A-10","Term. Jd. âNgela - Itaim Bibi","3","",""
"677V-10","1","677V-10","Jd. Alpino - Cptm Grajaú","3","",""
"677Y-10","1","677Y-10","Jd. Guarujá - Morumbi Shop.","3","",""
"6801-10","1","6801-10","Jd. Ibirapuera - Term. João Dias","3","",""
"6801-51","1","6801-51","Jd. Ibirapuera - Term. João Dias","3","",""
"6803-10","1","6803-10","Jd. Capelinha - Term. João Dias","3","",""
"6804-10","1","6804-10","Jd. Ingá - Term. João Dias","3","",""
"6805-10","1","6805-10","Term. Capelinha - Term. João Dias","3","",""
"6805-31","1","6805-31","Term. Capelinha - Term. João Dias","3","",""
"6806-10","1","6806-10","Jd. Novo Oriente - Term. João Dias","3","",""
"6812-10","1","6812-10","Jd. Capela - Sto. Amaro","3","",""
"6813-10","1","6813-10","Jd. Lídia - Term. Capelinha","3","",""
"6815-10","1","6815-10","Jd. Comercial - Term. Capelinha","3","",""
"6816-10","1","6816-10","Jd. Mitsutani - Term. Capelinha","3","",""
"6816-31","1","6816-31","Jd. Mitsutani - Term. Capelinha","3","",""
"6817-10","1","6817-10","Jd. São Bento - Term. Capelinha","3","",""
"6818-10","1","6818-10","Jd. Vale Das Virtudes - Term. Capelinha","3","",""
"6820-10","1","6820-10","Jd. Das Rosas - Term. Capelinha","3","",""
"6820-31","1","6820-31","Jd. Das Rosas - Term. Capelinha","3","",""
"6821-10","1","6821-10","Jd. Jangadeiro - Term. Capelinha","3","",""
"6822-10","1","6822-10","Jd. Macedônia - Term. Capelinha","3","",""
"6823-10","1","6823-10","Jd. Guarujá - Term. Capelinha","3","",""
"6824-10","1","6824-10","Pq. Fernanda - Term. Capelinha","3","",""
"6825-10","1","6825-10","Valo Velho - Term. Capelinha","3","",""
"6826-10","1","6826-10","Jd. D. José - Term. Capelinha","3","",""
"6835-10","1","6835-10","Valo Velho - Term. Capelinha","3","",""
"6835-31","1","6835-31","Valo Velho - Term. Capelinha","3","",""
"6836-10","1","6836-10","Capão Redondo - Term. João Dias","3","",""
"6837-10","1","6837-10","Shop. Portal - Term. Capelinha","3","",""
"6840-10","1","6840-10","Term. Jd. Jacira - Term. Capelinha","3","",""
"6913-10","1","6913-10","Term. Varginha - Term. Bandeira","3","",""
"6913-21","1","6913-21","Term. Varginha - Itaim Bibi","3","",""
"695D-10","1","695D-10","Jd. Sta. Barbara - Metrô Jabaquara","3","",""
"695H-10","1","695H-10","Jd. Herplin - Term. Sto. Amaro","3","",""
"695T-10","1","695T-10","Term. Capelinha - Metrô Vl. Mariana","3","",""
"695T-51","1","695T-51","Term. Capelinha - Metrô Vl. Mariana","3","",""
"695V-10","1","695V-10","Term. Capelinha - Metrô Ana Rosa","3","",""
"695X-10","1","695X-10","Term. Varginha - Metrô Jabaquara","3","",""
"695X-22","1","695X-22","Term. Varginha - Shop. Interlagos","3","",""
"695Y-10","1","695Y-10","Term. Parelheiros - Metrô Vl. Mariana","3","",""
"695Y-22","1","695Y-22","Term. Parelheiros - Borba Gato","3","",""
"695Y-41","1","695Y-41","Term. Parelheiros - Col. Sta. Maria","3","",""
"6960-10","1","6960-10","Term. Varginha - Term. Sto. Amaro","3","",""
"6960-21","1","6960-21","Term. Varginha - E.t. Vitor Manzini","3","",""
"6970-10","1","6970-10","Term. Grajaú - Term. Sto. Amaro","3","",""
"6L01-10","1","6L01-10","Marsilac - Term. Varginha","3","",""
"6L01-22","1","6L01-22","Vl. Progresso - Term. Varginha","3","",""
"6L01-23","1","6L01-23","Embura - Term. Varginha","3","",""
"6L02-10","1","6L02-10","Jd. Eucaliptos - Term. Parelheiros","3","",""
"6L03-10","1","6L03-10","Cipó Do Meio - Term. Parelheiros","3","",""
"6L04-10","1","6L04-10","Jd. Oriental/fontes - Term. Parelheiros","3","",""
"6L04-41","1","6L04-41","Jd. Das Fontes - Term. Parelheiros","3","",""
"6L04-42","1","6L04-42","Jd. Oriental - Term. Parelheiros","3","",""
"6L05-10","1","6L05-10","Barragem - Term. Parelheiros","3","",""
"6L05-21","1","6L05-21","Cid. Nova América - Term. Parelheiros","3","",""
"6L07-10","1","6L07-10","Jd. Sta. Fé - Term. Varginha","3","",""
"6L08-10","1","6L08-10","Jd. São Nicolau - Term. Parelheiros","3","",""
"6L10-10","1","6L10-10","Pq. Florestal - Term. Varginha","3","",""
"6L10-41","1","6L10-41","Messiânica - Term. Varginha","3","",""
"6L11-10","1","6L11-10","Ilha Do Bororé - Term. Grajaú","3","",""
"7001-10","1","7001-10","Vl. Gilda - Jd. âNgela","3","",""
"7002-10","1","7002-10","Jd. Rosa Maria - Hosp. Das Clínicas","3","",""
"7004-10","1","7004-10","Term. Jd. Jacira - Est. Sto. Amaro/guido Caloi","3","",""
"7005-10","1","7005-10","Jd. Vera Cruz - Jd. âNgela","3","",""
"7005-51","1","7005-51","Jd. Vera Cruz - Metrô Capão Redondo ","3","",""
"7006-10","1","7006-10","Jd. Horizonte Azul - Jd. âNgela","3","",""
"7006-51","1","7006-51","Jd. Horizonte Azul - Metrô Capão Redondo","3","",""
"7009-10","1","7009-10","Jd. São Lourenço - Jd. âNgela","3","",""
"7011-10","1","7011-10","Jd. Dos Reis - Jd. âNgela","3","",""
"7011-31","1","7011-31","Jd. Dos Reis - Jd. âNgela","3","",""
"7012-10","1","7012-10","Pq. Do Lago - Term. Guarapiranga","3","",""
"7013-10","1","7013-10","Pq. Arariba - Pinheiros","3","",""
"7014-10","1","7014-10","E T. áGua Espraiada - Term. Sto. Amaro","3","",""
"7016-10","1","7016-10","Jd. âNgela - Term. Sto. Amaro","3","",""
"7016-21","1","7016-21","Vl. Sta. Lúcia - Term. Sto. Amaro","3","",""
"701A-10","1","701A-10","Pq. Edú Chaves - Metrô Vl. Madalena","3","",""
"701U-10","1","701U-10","Metrô Santana - Cid. Universitária","3","",""
"701U-21","1","701U-21","Metrô Santana - Pinheiros","3","",""
"7021-10","1","7021-10","Jd. Maracá - Term. João Dias","3","",""
"7022-10","1","7022-10","Jd. Caiçara - Term. Sto. Amaro","3","",""
"7023-10","1","7023-10","Jd. Nakamura - Term. Sto. Amaro","3","",""
"702C-10","1","702C-10","Jd. Bonfiglioli - Metrô Belém","3","",""
"702U-10","1","702U-10","Cid. Universitária - Term. Pq. D. Pedro Ii","3","",""
"7040-10","1","7040-10","Paraisópolis - Pinheiros","3","",""
"7040-21","1","7040-21","Paraisópolis - Pinheiros","3","",""
"7049-10","1","7049-10","Pq. Do Lago - Term. Campo Limpo","3","",""
"7050-10","1","7050-10","Jd. Das Rosas - Term. Campo Limpo","3","",""
"7051-10","1","7051-10","Jd. Rosana - Term. Campo Limpo","3","",""
"7052-10","1","7052-10","Jd. Helga - Term. Campo Limpo","3","",""
"7053-10","1","7053-10","Jd. Macedônia - Term. Campo Limpo","3","",""
"7053-21","1","7053-21","Jd. Maria Sampaio - Term. Campo Limpo","3","",""
"7053-22","1","7053-22","Jd. Maria Sampaio - Term. Campo Limpo","3","",""
"7054-10","1","7054-10","Jd. Macedônia - Term. Campo Limpo","3","",""
"7055-10","1","7055-10","Jd. Guarujá - Term. Campo Limpo","3","",""
"7057-10","1","7057-10","Jd. Mitsutani - Term. Campo Limpo","3","",""
"7059-10","1","7059-10","Pq. Do Engenho - Term. Campo Limpo","3","",""
"7060-10","1","7060-10","Valo Velho - Term. Campo Limpo","3","",""
"7062-10","1","7062-10","Inocoop Campo Limpo - Term. Campo Limpo","3","",""
"7062-31","1","7062-31","Campo Limpo - Term. Campo Limpo","3","",""
"7062-41","1","7062-41","Metrô Campo Limpo - Horto Do Ypê","3","",""
"7063-10","1","7063-10","Jd. Macedônia - Term. Campo Limpo","3","",""
"707A-10","1","707A-10","Jd. âNgela - Metrô Pça. Da áRvore","3","",""
"707A-23","1","707A-23","Piraporinha - Moema","3","",""
"709A-10","1","709A-10","E.t. áGua Espraiada - Metrô Ana Rosa","3","",""
"709G-10","1","709G-10","Term. Guarapiranga - Itaim Bibi","3","",""
"709M-10","1","709M-10","Term. Sto. Amaro - Term. Pinheiros","3","",""
"709P-10","1","709P-10","Est. Sto. Amaro/guido Caloi - Term. Pinheiros","3","",""
"714C-10","1","714C-10","Cohab Educandario - Paulista","3","",""
"715M-10","1","715M-10","Jd. Maria Luiza - Lgo. Da Pólvora","3","",""
"715M-21","1","715M-21","Jd. Maria Luiza - Metrô Butantã","3","",""
"7181-10","1","7181-10","Cid. Universitária - Term. Princ. Isabel","3","",""
"719P-10","1","719P-10","Term. Pinheiros - Term. Princ. Isabel","3","",""
"719R-10","1","719R-10","Rio Pequeno - Metrô Barra Funda","3","",""
"7245-10","1","7245-10","Term. Sto. Amaro - Hosp. Das Clínicas","3","",""
"7267-10","1","7267-10","Apiacás - Pça. Ramos De Azevedo","3","",""
"7272-10","1","7272-10","Mercado Da Lapa - Pça. Ramos De Azevedo","3","",""
"7281-10","1","7281-10","Lapa - Pça. Ramos De Azevedo","3","",""
"7282-10","1","7282-10","Pq. Continental - Pça. Ramos De Azevedo","3","",""
"736G-10","1","736G-10","Jd. Ingá - Shop. Morumbi","3","",""
"736I-10","1","736I-10","Jd. Ingá - Sto. Amaro","3","",""
"736I-21","1","736I-21","Jd. Ingá - Metrô Vl. Das Belezas","3","",""
"737A-10","1","737A-10","Term. Jd. âNgela - Term. Sto. Amaro","3","",""
"7411-10","1","7411-10","Cid. Universitária - Pça. Da Sé","3","",""
"7458-10","1","7458-10","Jd. Boa Vista - Est. Da Luz","3","",""
"745M-10","1","745M-10","Campo Limpo - Shop. Sp Market","3","",""
"745M-21","1","745M-21","Campo Limpo - Pq. Figueira Grande","3","",""
"746C-10","1","746C-10","Jd. Taboão - Sto. Amaro","3","",""
"746H-10","1","746H-10","Jd. Jaqueline - Sto. Amaro","3","",""
"746K-10","1","746K-10","Paraisópolis - Campo Belo","3","",""
"746P-10","1","746P-10","Paraisópolis - Sto. Amaro","3","",""
"746P-31","1","746P-31","Paraisópolis - Sto. Amaro","3","",""
"746R-10","1","746R-10","Real Pq. - Sto. Amaro","3","",""
"746V-10","1","746V-10","Jd. Rebouças - Hosp. Campo Limpo","3","",""
"748A-10","1","748A-10","Jd. D'abril - Lapa","3","",""
"748A-41","1","748A-41","Jd. Peri Peri - Lapa","3","",""
"748R-10","1","748R-10","Jd. João Xxiii - Metrô Barra Funda","3","",""
"7545-10","1","7545-10","Jd. João Xxiii - Pça. Ramos De Azevedo","3","",""
"7545-21","1","7545-21","Cdhu Butantã - Pça. Ramos De Azevedo","3","",""
"7550-10","1","7550-10","Term. Sto. Amaro - Metrô Sta. Cecília","3","",""
"756A-10","1","756A-10","Jd. Paulo Vi - E.t. áGua Espraiada","3","",""
"7600-10","1","7600-10","Shop. Morumbi - Metrô Armênia","3","",""
"771P-10","1","771P-10","Jd. João Xxiii - Hosp. Das Clínicas","3","",""
"7725-10","1","7725-10","Rio Pequeno - Term. Lapa","3","",""
"775A-10","1","775A-10","Jd. Adalgiza - Pinheiros","3","",""
"775F-10","1","775F-10","Jd. Das Palmas - Hosp. Das Clínicas","3","",""
"775F-31","1","775F-31","Jd. Das Palmas - Pq. Do Povo","3","",""
"775N-10","1","775N-10","Rio Pequeno - Metrô Vl. Madalena","3","",""
"775P-10","1","775P-10","Jd. Guaraú - Metrô Ana Rosa","3","",""
"775V-10","1","775V-10","Rio Pequeno - Itaim Bibi","3","",""
"778J-10","1","778J-10","Jd. Arpoador - Metrô Barra Funda","3","",""
"778J-41","1","778J-41","Cohab Raposo Tavares - Metrô Barra Funda","3","",""
"778R-10","1","778R-10","Cohab Raposo Tavares - Term. Princ. Isabel","3","",""
"778R-21","1","778R-21","Cohab Raposo Tavares - Term. Princ. Isabel","3","",""
"7903-10","1","7903-10","Jd. João Xxiii/educ. - Pça. Ramos De Azevedo","3","",""
"8000-10","1","8000-10","Term. Lapa - Pça. Ramos De Azevedo","3","",""
"8001-10","1","8001-10","Vl. Piauí - Term. Lapa","3","",""
"8002-10","1","8002-10","Term. Pirituba - Term. Lapa","3","",""
"8003-10","1","8003-10","Remédios - Term. Lapa","3","",""
"8004-10","1","8004-10","Sta. Mônica - Term. Lapa","3","",""
"8006-10","1","8006-10","Jd. Donária - Term. Pirituba","3","",""
"8007-10","1","8007-10","Vl. Clarice - Term. Pirituba","3","",""
"8008-10","1","8008-10","Sta. Mônica - Term. Pirituba","3","",""
"8009-10","1","8009-10","Cid. D'abril 3ª Gleba - Term. Pirituba","3","",""
"8009-31","1","8009-31","Cid. D'abril 3ª Gleba - Term. Pirituba","3","",""
"8010-10","1","8010-10","Perus - Lapa","3","",""
"8012-10","1","8012-10","Metrô Butantã - Cid. Universitária","3","",""
"8013-10","1","8013-10","Term. Jd. Britânia - Lapa","3","",""
"8013-22","1","8013-22","Jd. Rosinha - Term. Jd. Britânia","3","",""
"8013-41","1","8013-41","Term. Jd. Britania - Jd. Paineiras","3","",""
"8014-10","1","8014-10","Morro Doce - Perus","3","",""
"8015-10","1","8015-10","Cem. De Perus - Term. Pirituba","3","",""
"8015-21","1","8015-21","Cem. De Perus - Cptm Perus","3","",""
"8016-10","1","8016-10","Jd. Rincão - Term. Pirituba","3","",""
"8017-10","1","8017-10","Cptm Vl. Aurora - Term. Pirituba","3","",""
"8018-10","1","8018-10","Vl. Sônia - Butantã","3","",""
"8019-10","1","8019-10","Pq. Continental - Metrô Butantã","3","",""
"8020-10","1","8020-10","Butantã - Shop. Morumbi","3","",""
"8021-10","1","8021-10","Jd. Maria Luiza - Butantã","3","",""
"8022-10","1","8022-10","Metrô Butantã - Cid. Universitária","3","",""
"8023-10","1","8023-10","Cdhu Munck - Butantã","3","",""
"8024-10","1","8024-10","Jd. Jaqueline - Butantã","3","",""
"8025-10","1","8025-10","Jd. Rosa Maria - Butantã","3","",""
"8026-10","1","8026-10","Jd. Ingá - Butantã","3","",""
"8027-10","1","8027-10","Vl. Dalva - Butantã","3","",""
"8038-10","1","8038-10","Pq. Continental - Lapa","3","",""
"8040-10","1","8040-10","Sol Nascente - Lapa","3","",""
"8043-10","1","8043-10","Vl. Nova Esperança - Lapa","3","",""
"8047-10","1","8047-10","Jaraguá - Lapa","3","",""
"8047-31","1","8047-31","Jaraguá - Lapa","3","",""
"8047-41","1","8047-41","Jaraguá - Metrô Vl. Madalena","3","",""
"8047-51","1","8047-51","Jaraguá - Lapa","3","",""
"8050-10","1","8050-10","Pq. Morro Doce - Lapa","3","",""
"8050-21","1","8050-21","Anhanguera - Lapa","3","",""
"8050-31","1","8050-31","Pq. Morro Doce - Lapa","3","",""
"8050-32","1","8050-32","Morro Doce - Lapa","3","",""
"8055-10","1","8055-10","Perus - Lapa","3","",""
"8055-51","1","8055-51","Perus - Metrô Barra Funda","3","",""
"805L-10","1","805L-10","Term. Princ. Isabel - Aclimação","3","",""
"8060-10","1","8060-10","Vl. Piauí - Term. Lapa","3","",""
"8062-10","1","8062-10","Pq. São Domingos - Lapa","3","",""
"8065-10","1","8065-10","Vl. Clarice - Lapa","3","",""
"8072-10","1","8072-10","Pq. Ipê - Butantã","3","",""
"8073-10","1","8073-10","Jd. Guaraú - Butantã","3","",""
"8075-10","1","8075-10","Term. Campo Limpo - Metrô Butantã","3","",""
"8077-10","1","8077-10","Jd. João Xxiii - Metrô Butantã","3","",""
"8078-10","1","8078-10","Jd. Das Palmas - Hosp. Campo Limpo","3","",""
"807A-10","1","807A-10","Term. Campo Limpo - Term. Sto. Amaro","3","",""
"807J-10","1","807J-10","Term. Campo Limpo - Shop. Morumbi","3","",""
"807M-10","1","807M-10","Term. Campo Limpo - Shop. Morumbi","3","",""
"807P-10","1","807P-10","Paraisópolis - Sto. Amaro","3","",""
"809A-10","1","809A-10","Jd. D'abril - Term. Pinheiros","3","",""
"809D-10","1","809D-10","Cohab Educandário - Term. Pinheiros","3","",""
"809H-10","1","809H-10","Jd. Boa Vista - Lapa","3","",""
"809J-10","1","809J-10","Jd. Colombo - Term. Pinheiros","3","",""
"809L-10","1","809L-10","Campo Limpo - Lapa","3","",""
"809N-10","1","809N-10","Vl. Dalva - Lapa","3","",""
"809P-10","1","809P-10","Term. Campo Limpo - Term. Pinheiros","3","",""
"809R-10","1","809R-10","Rio Pequeno - Term. Pinheiros","3","",""
"809T-10","1","809T-10","Cohab Raposo Tavares - Lapa","3","",""
"809U-10","1","809U-10","Cid. Universitária - Metrô Barra Funda","3","",""
"809U-21","1","809U-21","Metrô Barra Funda - Metrô Vila Madalena","3","",""
"809V-10","1","809V-10","Vl. Gomes - Paulista","3","",""
"8100-10","1","8100-10","Term. Pirituba - Term. Lapa","3","",""
"817C-10","1","817C-10","Lapa - Hosp. Das Clínicas","3","",""
"8194-10","1","8194-10","Perus - Term. Cachoeirinha","3","",""
"8199-10","1","8199-10","Pirituba - Cem. Vl. Nova Cachoeirinha","3","",""
"819A-10","1","819A-10","Cptm Vl. Aurora - Jd. Primavera","3","",""
"8200-10","1","8200-10","Term. Pirituba - Term. Lapa","3","",""
"8215-10","1","8215-10","Jd. Paulistano - Pça. Do Correio","3","",""
"8252-10","1","8252-10","Metrô Barra Funda - Lapa","3","",""
"8300-10","1","8300-10","Term. Pirituba - Term. Lapa","3","",""
"8319-10","1","8319-10","Pq. Continental - Sesc Pompéia","3","",""
"8319-21","1","8319-21","Shop. Villa Lobos - Pq. Continental","3","",""
"8400-10","1","8400-10","Term. Pirituba - Pça. Ramos De Azevedo","3","",""
"846M-10","1","846M-10","Vl. Piauí - Term. Pinheiros","3","",""
"847J-10","1","847J-10","City Jaraguá - Jaguaré","3","",""
"847J-21","1","847J-21","City Jaragua - Lapa","3","",""
"847P-10","1","847P-10","Term. Pirituba - Itaim Bibi","3","",""
"847P-42","1","847P-42","Brasilândia - Itaim Bibi","3","",""
"848L-10","1","848L-10","Recanto Dos Humildes - Term. Pirituba","3","",""
"8500-10","1","8500-10","Term. Pirituba - Metrô Barra Funda","3","",""
"8528-10","1","8528-10","Jd. Guarani - Pça. Do Correio","3","",""
"8538-10","1","8538-10","Freguesia Do Ó - Pça. Do Correio","3","",""
"8538-21","1","8538-21","Freguesia Do Ó - Pça. Pedro Corazza","3","",""
"8542-10","1","8542-10","Brasilândia - Pça. Do Correio","3","",""
"8542-21","1","8542-21","Brasilândia - Term. Lapa","3","",""
"8544-10","1","8544-10","Cid. D'abril 3ª Gleba - Pça. Do Correio","3","",""
"8545-10","1","8545-10","Penteado - Metrô Barra Funda","3","",""
"8548-10","1","8548-10","Jd. Dos Cunhas - Term. Lapa","3","",""
"8549-10","1","8549-10","Taipas - Pça. Do Correio","3","",""
"856R-10","1","856R-10","Lapa - Socorro","3","",""
"857A-10","1","857A-10","Term. Campo Limpo - Metrô Sta. Cruz","3","",""
"857C-10","1","857C-10","Term. Campo Limpo - Metrô Conceição","3","",""
"857P-10","1","857P-10","Term. Campo Limpo - Paraíso","3","",""
"857P-21","1","857P-21","Campo Limpo - Paraiso","3","",""
"857R-10","1","857R-10","Term. Campo Limpo - Aclimação","3","",""
"857R-41","1","857R-41","Est. Hebraica Rebouças - Ana Rosa","3","",""
