"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"3737-21","1","3737-21","Jd. Sta. Maria - Metrô Guilhermina/esperança","3","",""
"3737-31","1","3737-31","Metrô Guilhermina/esperança  - Circular","3","",""
"3738-10","1","3738-10","Cohab Juscelino - Metrô Itaquera","3","",""
"3739-10","1","3739-10","Recanto Verde Sol - Metrô Itaquera","3","",""
"3739-31","1","3739-31","São Teodoro - Centro De Itaquera","3","",""
"373L-10","1","373L-10","Jd. Limoeiro - Metrô Itaquera","3","",""
"373M-10","1","373M-10","Jd. Guairacá - Shop. Metrô Tatuapé","3","",""
"373T-10","1","373T-10","Jd. Itápolis - Metrô Bresser","3","",""
"3741-10","1","3741-10","Cptm D. Bosco - Metrô Itaquera","3","",""
"3742-10","1","3742-10","Jd. Laranjeira - Metrô Itaquera","3","",""
"3743-10","1","3743-10","São Mateus - Metrô Itaquera","3","",""
"3745-10","1","3745-10","Jd. Imperador - Tatuapé","3","",""
"3746-10","1","3746-10","Jd. Imperador - Metrô Belém","3","",""
"3746-31","1","3746-31","Jd. Imperador - Metrô Belém","3","",""
"3749-10","1","3749-10","Guaianazes - Term. Vl. Carrão","3","",""
"374M-10","1","374M-10","Cptm Ermelino Matarazzo - Metrô Itaquera","3","",""
"374V-10","1","374V-10","Jd. Santana - Metrô Itaquera","3","",""
"3751-10","1","3751-10","Cohab Prestes Maia - Metrô Itaquera","3","",""
"3751-21","1","3751-21","Cohab Prestes Maia - Metrô Itaquera","3","",""
"3754-10","1","3754-10","Inácio Monteiro - Metrô Itaquera","3","",""
"3756-10","1","3756-10","Barro Branco - Metrô Itaquera ","3","",""
"375V-10","1","375V-10","Metrô Tamanduateí - Metrô Alto Do Ipiranga","3","",""
"3761-10","1","3761-10","3a. Divisão - Metrô Carrão","3","",""
"3762-10","1","3762-10","Jd. Iva - Metrô Tatuapé","3","",""
"3763-10","1","3763-10","Term. Vl. Carrão - Metrô Tatuapé","3","",""
"3766-10","1","3766-10","Cohab Ii - Metrô Itaquera","3","",""
"3768-10","1","3768-10","Vl. Yolanda - Cptm José Bonifácio","3","",""
"3773-10","1","3773-10","Res. Sta. Bárbara - Metrô Carrão","3","",""
"3778-10","1","3778-10","Jd. Sta. Terezinha - Metrô Carrão","3","",""
"3785-10","1","3785-10","Cohab Barro Branco - Metrô Itaquera","3","",""
"3787-10","1","3787-10","Cid. Tiradentes - Metrô Itaquera","3","",""
"3789-10","1","3789-10","Cid. Tiradentes - Metrô Itaquera","3","",""
"3791-10","1","3791-10","Shop. Aricanduva - Metrô Artur Alvim","3","",""
"3795-10","1","3795-10","Jd. São Carlos - Metrô Itaquera","3","",""
"3796-10","1","3796-10","Gleba Do Pessego - Metrô Itaquera","3","",""
"3901-10","1","3901-10","Jd. Danfer - Metrô Penha","3","",""
"3902-10","1","3902-10","Cptm Jd. Romano - Cptm Guaianazes","3","",""
"3903-10","1","3903-10","Jd. Vl. Nova - Penha","3","",""
"390E-10","1","390E-10","Term. Penha - Term. Pq. D. Pedro Ii","3","",""
"4001-10","1","4001-10","Itaquera - Term. Vl. Carrão","3","",""
"4002-10","1","4002-10","Guaianazes - Term. Vl. Carrão","3","",""
"4003-10","1","4003-10","Prestes Maia - E.t. Itaquera","3","",""
"4004-10","1","4004-10","Term. Cid. Tiradentes - Barro Branco","3","",""
"4005-10","1","4005-10","Term. Cid. Tiradentes - Barro Branco","3","",""
"4006-10","1","4006-10","Jd. Nova Vitória - Circular","3","",""
"4006-21","1","4006-21","Jd. Nova Vitória - Circular","3","",""
"4007-10","1","4007-10","Cohab Juscelino - Term. Vl. Carrão","3","",""
"4008-10","1","4008-10","Jd. Cibele - Term. Vl. Carrão","3","",""
"4010-10","1","4010-10","Jd. Nsa. Sra. Do Carmo - Metrô Tatuapé","3","",""
"4011-10","1","4011-10","Jd. Limoeiro - Term. São Mateus","3","",""
"4012-10","1","4012-10","Jd. Iguatemi - Term. São Mateus","3","",""
"4013-10","1","4013-10","Jd. Sto. André - Term. São Mateus","3","",""
"4014-10","1","4014-10","Jd. Vl. Carrão - Term. Vl. Carrão","3","",""
"4015-10","1","4015-10","Term. São Mateus - Jd. Rodolfo Pirani","3","",""
"4016-10","1","4016-10","Term. São Mateus - Jd. Rodolfo Pirani","3","",""
"4017-10","1","4017-10","Vl. Yolanda - Metalúrgicos","3","",""
"4018-10","1","4018-10","Metalúrgicos - Term. São Mateus","3","",""
"4024-10","1","4024-10","Cohab Fazenda Do Carmo - E.t. Itaquera","3","",""
"4025-10","1","4025-10","Vl. Califórnia - Metrô Tatuapé","3","",""
"4027-10","1","4027-10","Hosp. São Mateus - Jd. Sto. André","3","",""
"4027-41","1","4027-41","Morro Do Cruzeiro - São Mateus","3","",""
"4028-10","1","4028-10","Hosp. São Mateus - Div. De Mauá","3","",""
"4029-10","1","4029-10","São Mateus - Vl. Prudente","3","",""
"4030-10","1","4030-10","Fazenda Da Juta - Shop. Aricanduva","3","",""
"4031-10","1","4031-10","Pq. Sta. Madalena - Metrô Tamanduateí","3","",""
"4032-10","1","4032-10","Vl. Das Mercês - Objetivo Unip","3","",""
"4033-10","1","4033-10","Jd. Guairacá - Nova Conquista","3","",""
"403A-10","1","403A-10","Cptm José Bonifácio - Term. Penha","3","",""
"4051-10","1","4051-10","Jd. São Paulo - Cptm Guaianazes","3","",""
"4052-10","1","4052-10","Cptm Guaianazes - Metrô Itaquera","3","",""
"4053-10","1","4053-10","Guaianazes - Cptm José Bonifácio","3","",""
"4055-10","1","4055-10","Cptm Guaianazes - Vl. Solange","3","",""
"4056-10","1","4056-10","Pq. Boa Esperança - Term. São Mateus","3","",""
"407A-10","1","407A-10","Shop. Aricanduva - Lgo. Da Concórdia","3","",""
"407C-10","1","407C-10","Inácio Monteiro - Penha","3","",""
"407E-10","1","407E-10","Jd. Sto. André - Metrô Carrão","3","",""
"407F-10","1","407F-10","Term. São Mateus - Metrô Belém","3","",""
"407G-10","1","407G-10","Jd. Nova Vitória - Metrô Carrão","3","",""
"407H-10","1","407H-10","Jd. São Francisco - Metrô Itaquera","3","",""
"407I-10","1","407I-10","Conj. Manoel Da Nóbrega - Metrô Bresser","3","",""
"407J-10","1","407J-10","Jd. Soares - Metrô Tatuapé","3","",""
"407K-10","1","407K-10","Term. São Mateus - Metrô Carrão","3","",""
"407L-10","1","407L-10","Barro Branco - Metrô Guilhermina/esperança","3","",""
"407M-10","1","407M-10","Vl. Monumento - Metrô Vl. Mariana","3","",""
"407N-10","1","407N-10","Term. Cid. Tiradentes - Metrô Penha","3","",""
"407N-21","1","407N-21","Jd. Roseli - Metrô Penha","3","",""
"407P-10","1","407P-10","Term. Cid. Tiradentes - Metrô Tatuapé","3","",""
"407R-10","1","407R-10","Term. Vl. Carrão - Metrô Belém","3","",""
"407T-10","1","407T-10","Jd. Redil - Metrô Itaquera","3","",""
"407W-10","1","407W-10","Jd. Iv Centenário - Metrô Carrão","3","",""
"407Y-10","1","407Y-10","Pq. Savoy City - Metrô Vl. Prudente","3","",""
"4085-10","1","4085-10","Cohab Fazenda Do Carmo - Metrô Itaquera","3","",""
"4086-10","1","4086-10","Term. Cid. Tiradentes - Circular","3","",""
"408A-10","1","408A-10","Machado De Assis - Cardoso De Almeida","3","",""
"4092-10","1","4092-10","Term. Cid. Tiradentes - Setor Iib","3","",""
"4093-10","1","4093-10","Cid. Tiradentes - Term. Cid. Tiradentes","3","",""
"4111-10","1","4111-10","Vl. Monumento - Pça. Da República","3","",""
"4112-10","1","4112-10","Sta. Margarida Maria - Pça. Da República","3","",""
"4113-10","1","4113-10","Gentil De Moura - Pça. Da República","3","",""
"4114-10","1","4114-10","Vl. Gumercindo - Term. Pq. D. Pedro Ii","3","",""
"4114-31","1","4114-31","Vl. Gumercindo - Term. Pq. D. Pedro Ii","3","",""
"4115-10","1","4115-10","Shop. Plaza Sul - Pça. Da República","3","",""
"414P-10","1","414P-10","Vl. Industrial - Term. Norte Metrô Carrão","3","",""
"4210-10","1","4210-10","Term. Cid. Tiradentes - Term. Pq. D. Pedro Ii","3","",""
"4221-10","1","4221-10","Jd. Planalto - Term. Pq. D. Pedro Ii","3","",""
"4222-10","1","4222-10","Pq. Sta. Madalena - Mooca","3","",""
"425E-10","1","425E-10","Jd. Ester - Term. Sapopemba","3","",""
"4284-10","1","4284-10","Vl. Califórnia - Vl. Prudente","3","",""
"4286-10","1","4286-10","Vl. Industrial - Vl. Prudente","3","",""
"4288-10","1","4288-10","Pq. Sta. Madalena - Term. Pq. D. Pedro Ii","3","",""
"4310-10","1","4310-10","E.t. Itaquera - Term. Pq. D. Pedro Ii","3","",""
"4310-21","1","4310-21","Artur Alvim - Term. Pq. D. Pedro Ii","3","",""
"4311-10","1","4311-10","Term. São Mateus - Term. Pq. D. Pedro Ii","3","",""
"4312-10","1","4312-10","Jd. Marília - Term. Pq. D. Pedro Ii","3","",""
"4312-21","1","4312-21","Jd. Marília - Metrô Belém","3","",""
"4313-10","1","4313-10","Term. Cid. Tiradentes - Term. Pq. D. Pedro Ii","3","",""
"4314-10","1","4314-10","Inácio Monteiro - Term. Pq. D. Pedro Ii","3","",""
"4314-21","1","4314-21","Inácio Monteiro - Term. Vl. Carrão","3","",""
"4315-10","1","4315-10","Term. Vl. Carrão - Term. Pq. D. Pedro Ii","3","",""
"4491-10","1","4491-10","Zoológico - Term. Pq. D. Pedro Ii","3","",""
"4706-10","1","4706-10","Jd. Maria Estela Ii - Metrô Vl. Mariana","3","",""
"4708-10","1","4708-10","Jd. Clímax - Metrô Vl. Mariana","3","",""
"4709-10","1","4709-10","Jd. São Savério - Metrô Vl. Mariana","3","",""
"4716-10","1","4716-10","Sacomã - Metrô Sta. Cruz","3","",""
"4717-10","1","4717-10","Jd. Maria Estela - Metrô Saúde","3","",""
"4718-10","1","4718-10","Jd. Celeste - Metrô Sta. Cruz","3","",""
"4721-10","1","4721-10","Shop. Plaza Sul - Metrô Jabaquara","3","",""
"4724-10","1","4724-10","Metrô Patriarca - Vl. Nhocuné","3","",""
"4725-10","1","4725-10","Vl. Brasilina - Shop. Ibirapuera","3","",""
"4726-10","1","4726-10","Mooca - Metrô Tatuapé","3","",""
"4726-31","1","4726-31","Mooca - Metrô Tatuapé","3","",""
"4727-10","1","4727-10","Jd. Clímax - Metrô Pça. Da áRvore","3","",""
"4729-10","1","4729-10","Pq. Bancário - Metrô Belém","3","",""
"4732-10","1","4732-10","Vl. Liviero - Metrô Saúde","3","",""
"4732-31","1","4732-31","Vl. Liviero - Metrô Saúde","3","",""
"4734-10","1","4734-10","Vl. Moraes - Metrô Saúde","3","",""
"4734-21","1","4734-21","Vl. Moraes - Metrô Saúde","3","",""
"4735-10","1","4735-10","Jd. Vera Cruz  - Metrô Carrão","3","",""
"4735-21","1","4735-21","Jd. Vera Cruz - Term. São Mateus","3","",""
"4742-10","1","4742-10","Jd. Clímax - Metrô São Judas","3","",""
"475M-10","1","475M-10","Jd. Da Saúde - Term. Amaral Gurgel","3","",""
"475R-10","1","475R-10","Jd. São Savério - Term. Pq. D. Pedro Ii","3","",""
"475R-21","1","475R-21","Jd. São Savério - Metrô Saúde","3","",""
"476A-10","1","476A-10","Ipiranga - Term. Sto. Amaro","3","",""
"476G-10","1","476G-10","Jd. Elba - Ibirapuera","3","",""
"476G-41","1","476G-41","Vl. Industrial - Metrô Ana Rosa","3","",""
"476L-10","1","476L-10","Metrô Vl. Mariana - Lar Esc. São Francisco","3","",""
"477A-10","1","477A-10","Sacomã - Term. Pinheiros","3","",""
"477P-10","1","477P-10","Ipiranga - Rio Pequeno","3","",""
"477U-10","1","477U-10","Heliópolis - Metrô Vl. Mariana","3","",""
"478P-10","1","478P-10","Sacomã - Pompéia Até Vl. Romana","3","",""
"5010-10","1","5010-10","Jabaquara - Sto. Amaro","3","",""
"5011-10","1","5011-10","Eldorado - Sto. Amaro","3","",""
"5012-10","1","5012-10","Vl. Guacuri - Jabaquara","3","",""
"5013-10","1","5013-10","Jd. Luso - Sto. Amaro","3","",""
"5013-31","1","5013-31","Jd. Miriam - Sto. Amaro","3","",""
"5015-10","1","5015-10","Jd. São Jorge - Metrô Jabaquara","3","",""
"5018-10","1","5018-10","Shop. Interlagos - Jabaquara","3","",""
"5018-31","1","5018-31","Shop. Interlagos - Jabaquara","3","",""
"5020-10","1","5020-10","Hosp. Heliópolis - Term. Sacomã","3","",""
"5021-10","1","5021-10","Água Funda - Term. Sacomã","3","",""
"5022-10","1","5022-10","Vl. Sta. Margarida - Jabaquara","3","",""
"5024-10","1","5024-10","Missionária - Sto. Amaro","3","",""
"5024-31","1","5024-31","Missionária - Sto. Amaro","3","",""
"5025-10","1","5025-10","Jd. Guairacá - Metrô Tamanduateí","3","",""
"5026-10","1","5026-10","Conj. Teotônio Vilela - Jd. São Roberto","3","",""
"5028-10","1","5028-10","Conj. Hab. Heliópolis - Museu Do Ipiranga","3","",""
"5029-10","1","5029-10","Jd. Patente - Term. Sacomã","3","",""
"502J-10","1","502J-10","Cptm Autódromo - Metrô Sta. Cruz","3","",""
"502J-21","1","502J-21","Cptm Autódromo - Vl. Joaniza","3","",""
"502J-22","1","502J-22","Cptm Autódromo - Vl. Joaniza","3","",""
"5030-10","1","5030-10","Jd. Maria Estela - Term. Sacomã","3","",""
"5031-10","1","5031-10","Vl. Arapuá - Term. Sacomã","3","",""
"5031-21","1","5031-21","Vl. Cde. Do Pinhal - Term. Sacomã","3","",""
"5032-10","1","5032-10","Vl. Arapuá - Term. Sacomã","3","",""
"5033-10","1","5033-10","Vl. Brasilina - Term. Sacomã","3","",""
"5034-10","1","5034-10","Vl. Liviero - Term. Sacomã","3","",""
"5034-31","1","5034-31","Term. Sacomã - Vl. Liviero","3","",""
"5035-10","1","5035-10","Vl. Arapuá - Term. Sacomã","3","",""
"5036-10","1","5036-10","Jd. Celeste - Term. Sacomã","3","",""
"5038-10","1","5038-10","Pq. Bristol - Term. Sacomã","3","",""
"507T-10","1","507T-10","Term. Sapopemba - Metrô Carrão","3","",""
"508L-10","1","508L-10","Term. Princ. Isabel - Aclimação","3","",""
"5091-10","1","5091-10","Jd. Ubirajara - Metrô São Judas","3","",""
"509J-10","1","509J-10","Jd. Selma - Pq. Ibirapuera","3","",""
"509J-21","1","509J-21","Vl. Missionária - Moema","3","",""
"509M-10","1","509M-10","Jd. Miriam - Term. Princ. Isabel","3","",""
"5100-10","1","5100-10","Term. Pinheiros - Term. Pq. D. Pedro Ii","3","",""
"5103-10","1","5103-10","Term. Sacomã - Moema","3","",""
"5103-21","1","5103-21","Term. Sacomã - Metrô Sta. Cruz","3","",""
"5105-10","1","5105-10","Term. Sacomã - Term. Mercado","3","",""
"5106-10","1","5106-10","Jd. Selma - Lgo. São Francisco","3","",""
"5106-21","1","5106-21","Jd. Selma - Shop. Ibirapuera","3","",""
"5106-31","1","5106-31","Jd. Selma - Metrô Ana Rosa","3","",""
"5107-10","1","5107-10","Term. Sacomã - Pça. Do Correio","3","",""
"5108-10","1","5108-10","Jd. Celeste - Term. Pq. D. Pedro Ii","3","",""
"5109-10","1","5109-10","Term. Vl. Prudente - Term. Mercado","3","",""
"5110-10","1","5110-10","Term. São Mateus - Term. Mercado","3","",""
"5110-21","1","5110-21","São Mateus - Term. Mercado","3","",""
"5110-22","1","5110-22","Fazenda Da Juta - Term. Mercado","3","",""
"5110-23","1","5110-23","Jd. Planalto - Term. Mercado","3","",""
"5110-24","1","5110-24","São Mateus - Metrô Vl. Prudente","3","",""
"5110-41","1","5110-41","São Mateus - Metrô Tamanduateí","3","",""
"5111-10","1","5111-10","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","",""
"5119-10","1","5119-10","Term. Capelinha - Lgo. São Francisco","3","",""
"5119-22","1","5119-22","Term. João Dias - Lgo. São Francisco","3","",""
"5119-23","1","5119-23","Term. João Dias - Instituto Lucy Montoro","3","",""
"5123-10","1","5123-10","Jd. Miriam - Hosp. São Paulo","3","",""
"5127-10","1","5127-10","Vl. Guacuri - Cptm Jurubatuba","3","",""
"5128-10","1","5128-10","Jd. Apurá - Metrô Conceição","3","",""
"5129-10","1","5129-10","Jd. Miriam - Term. Guarapiranga","3","",""
"5129-41","1","5129-41","Jd. Miriam - Sto. Amaro","3","",""
"5131-10","1","5131-10","Cid. Ademar - Pq. D. Pedro Ii","3","",""
"513L-10","1","513L-10","Term. Sacomã - Pq. Belém","3","",""
"5141-10","1","5141-10","Term. Sapopemba - Pça. Do Correio","3","",""
"5142-10","1","5142-10","Term. Sapopemba - Term. Pq. D. Pedro Ii","3","",""
"5143-10","1","5143-10","Term. Sapopemba - Term. Pq. D. Pedro Ii","3","",""
"5143-31","1","5143-31","Term. Sapopemba - Term. Pq. D. Pedro Ii","3","",""
"5144-10","1","5144-10","Term. Sapopemba - Term. Princ. Isabel","3","",""
"5145-10","1","5145-10","Term. Sapopemba - Pça. Almeida Jr.","3","",""
"5145-41","1","5145-41","Conj. Teotônio Vilela - Pça. Almeida Jr.","3","",""
"514T-10","1","514T-10","Term. Sacomã - Jd. Itápolis","3","",""
"514T-21","1","514T-21","Jd. Colorado - Metrô Vl. Prudente","3","",""
"514T-22","1","514T-22","Jd. Itápolis - Metrô Vl. Prudente","3","",""
"5154-10","1","5154-10","Term. Sto. Amaro - Term. Princ. Isabel","3","",""
"5164-10","1","5164-10","Vl. Sta. Catarina - Pq. Ibirapuera","3","",""
"5164-21","1","5164-21","Cid. Leonor - Pq. Ibirapuera","3","",""
"5164-41","1","5164-41","Vl. Guarani - Metrô Conceição","3","",""
"516N-10","1","516N-10","Jd. Miriam - Pça. D. Gastão","3","",""
"5175-10","1","5175-10","Baln. São Francisco - Pça. Da Sé","3","",""
"5175-21","1","5175-21","Baln. São Francisco - Pq. Ibirapuera","3","",""
"5178-10","1","5178-10","Jd. Miriam - Pça. João Mendes","3","",""
"5178-21","1","5178-21","Jd. Miriam - Pq. Ibirapuera","3","",""
"517J-10","1","517J-10","Jd. Selma - E.t. áGua Espraiada","3","",""
"5185-10","1","5185-10","Term. Guarapiranga - Term. Pq. D. Pedro Ii","3","",""
"5194-10","1","5194-10","Jd. Apurá - Pq. Ibirapuera","3","",""
"5194-21","1","5194-21","Jd. Apurá - Aeroporto","3","",""
"519M-10","1","519M-10","São Mateus - Museu Do Ipiranga","3","",""
"524L-10","1","524L-10","Pq. São Lucas - Metrô Tatuapé","3","",""
"524M-10","1","524M-10","Mascarenhas De Morais - Shop. Aricanduva","3","",""
"527R-10","1","527R-10","Vl. Império - Term. Sto. Amaro","3","",""
"5290-10","1","5290-10","Div. Diadema - Pça. João Mendes","3","",""
"5300-10","1","5300-10","Term. Sto. Amaro - Term. Pq. D. Pedro Ii","3","",""
"5317-10","1","5317-10","Sesc/orion - Pça. Do Correio","3","",""
"5318-10","1","5318-10","Chác. Santana - Pça. Da Sé","3","",""
"5318-21","1","5318-21","Piraporinha - Pça. Da Sé","3","",""
"5318-22","1","5318-22","Pça. Da Sé - Chác. Sto. Antonio","3","",""
"5362-10","1","5362-10","Pq. Res. Cocaia - Pça. Da Sé","3","",""
"5362-21","1","5362-21","Grajaú - Pça. Da Sé","3","",""
"5362-22","1","5362-22","Jd. Eliana - Pça. Da Sé","3","",""
"5362-23","1","5362-23","Pq. Res. Cocaia - Vicente Rao","3","",""
"5362-41","1","5362-41","Pq. Res. Cocaia - Pq. Ibirapuera","3","",""
"5370-10","1","5370-10","Term. Varginha - Lgo. São Francisco","3","",""
"5370-21","1","5370-21","Term. Varginha - Pq. Ibirapuera","3","",""
"5370-22","1","5370-22","Term. Varginha - Borba Gato","3","",""
"5391-10","1","5391-10","Jd. âNgela - Lgo. São Francisco","3","",""
"5391-21","1","5391-21","Term. Guarapiranga - Lgo. São Francisco","3","",""
"5391-22","1","5391-22","Moema - Jd. âNgela","3","",""
"546A-10","1","546A-10","Jd. Apurá - Sto. Amaro","3","",""
"546A-31","1","546A-31","Jd. Apurá - Sto. Amaro","3","",""
"546J-10","1","546J-10","Jd. Selma - Sto. Amaro","3","",""
"546J-31","1","546J-31","Jd. Selma - Sto. Amaro","3","",""
"546J-41","1","546J-41","Jd. Selma - Col. Sta. Maria","3","",""
"546L-10","1","546L-10","Jd. Luso - Term. Sto. Amaro","3","",""
"546L-41","1","546L-41","Jd. Luso - Col. Sta. Maria","3","",""
"546T-10","1","546T-10","Vl. Guacuri - Term. Sto. Amaro","3","",""
"5611-10","1","5611-10","Eldorado - Pça. João Mendes","3","",""
"5614-10","1","5614-10","Eldorado - Pça. João Mendes","3","",""
"5614-21","1","5614-21","Eldorado - Pq. Ibirapuera","3","",""
"5630-10","1","5630-10","Term. Grajaú - Metrô Brás","3","",""
"5630-21","1","5630-21","Cid. Dutra - Lgo. São Francisco","3","",""
"5632-10","1","5632-10","Vl. São José - Lgo. São Francisco","3","",""
"5632-21","1","5632-21","Jd. Iporanga - Lgo. São Francisco","3","",""
"5632-51","1","5632-51","Jd. Alpino - Lgo. São Francisco","3","",""
"5652-10","1","5652-10","Jd. Iv Centenário - Pça. Da Sé","3","",""
"5652-21","1","5652-21","Jd. Iv Centenário - Pça. Da Sé","3","",""
"5701-10","1","5701-10","Metrô Conceição - Shop. Morumbi","3","",""
"5701-21","1","5701-21","Vl. Sta. Catarina - Shop. Morumbi","3","",""
"5702-10","1","5702-10","Refúgio Sta. Terezinha - Metrô Jabaquara","3","",""
"5705-10","1","5705-10","Term. Sacomã - Metrô Vergueiro","3","",""
"573A-10","1","573A-10","Metrô Bresser - Vl. Alpina","3","",""
"573H-10","1","573H-10","Hosp. Sapopemba - Metrô Bresser","3","",""
"573T-10","1","573T-10","Term. Sapopemba - Metrô Carrão","3","",""
"573T-21","1","573T-21","Jd. Tietê - Term. Sapopemba","3","",""
"573T-31","1","573T-31","Term. Sapopemba - Metrô Carrão","3","",""
"574A-10","1","574A-10","Americanópolis - Lgo. Cambuci","3","",""
"574A-21","1","574A-21","Americanópolis - Metrô Vl. Mariana","3","",""
"574C-10","1","574C-10","São Mateus - Div. De São Caetano","3","",""
"574J-10","1","574J-10","Metrô Conceição - Term. Vl. Carrão","3","",""
"574R-10","1","574R-10","Term. Sapopemba - Metrô Belém","3","",""
"574W-10","1","574W-10","Jd. Walkiria - Metrô Belém","3","",""
"5752-10","1","5752-10","Vl. Missionária - Metrô Conceição","3","",""
"5757-10","1","5757-10","Cid. Júlia - Metrô Conceição","3","",""
"5757-51","1","5757-51","Pedreira - Metrô Conceição","3","",""
"5759-10","1","5759-10","Pq. Primavera - Metrô Conceição","3","",""
"5759-31","1","5759-31","Pq. Primavera - Metrô Conceição","3","",""
"575A-10","1","575A-10","Div. São Caetano - Shop. Metrô Tatuapé","3","",""
"575C-10","1","575C-10","Ipiranga - Vl. Matias","3","",""
"576C-10","1","576C-10","Metrô Jabaquara - Term. Sto. Amaro","3","",""
"576J-10","1","576J-10","Metrô Jabaquara - Sto. Amaro","3","",""
"576M-10","1","576M-10","Vl. Clara - Pinheiros","3","",""
"577T-10","1","577T-10","Jd. Miriam - Metrô Ana Rosa","3","",""
"5791-10","1","5791-10","Eldorado - Metrô Vergueiro","3","",""
"5791-21","1","5791-21","Eldorado - Metrô Jabaquara","3","",""
"6000-10","1","6000-10","Term. Parelheiros - Term. Sto. Amaro","3","",""
"6000-21","1","6000-21","Cid. Dutra - Ama","3","",""
"6000-23","1","6000-23","Term. Parelheiros - Ama","3","",""
"6000-24","1","6000-24","Term. Parelheiros/ama - Term. Sto. Amaro","3","",""
"6001-10","1","6001-10","Term. Capelinha - Term. Sto. Amaro","3","",""
"6002-10","1","6002-10","Cid. Dutra - Hosp. Pedreira","3","",""
"6003-10","1","6003-10","Term. Grajaú - Term. Varginha","3","",""
"6006-10","1","6006-10","Jd. Herculano - Shop. Interlagos","3","",""
"6007-10","1","6007-10","Pq. Sto. Antonio - Term. Sto. Amaro","3","",""
"6008-10","1","6008-10","Jd. Planalto - Term. Sto. Amaro","3","",""
"6008-21","1","6008-21","Pq. Europa - Term. Sto. Amaro","3","",""
"6010-10","1","6010-10","Chác. Sta. Maria - Term. Guarapiranga","3","",""
"6012-10","1","6012-10","Pq. Independência - Sto. Amaro","3","",""
"6012-31","1","6012-31","Pq. Independência - Jd. âNgela","3","",""
"6013-10","1","6013-10","Jd. Nakamura - Term. Sto. Amaro","3","",""
"6013-21","1","6013-21","Etec - Jd. âNgela","3","",""
"6014-10","1","6014-10","Term. Jd. Jacira - Term. Sto. Amaro","3","",""
"6015-10","1","6015-10","Vl. Calú - Sto. Amaro","3","",""
"6016-10","1","6016-10","Jd. Noronha - Term. Grajaú","3","",""
"6016-41","1","6016-41","Jd. Porto Velho - Term. Grajaú","3","",""
"6017-10","1","6017-10","Jd. Nakamura - Sto. Amaro","3","",""
"6019-10","1","6019-10","Term. Guarapiranga - Jd. Alfredo","3","",""
"6020-10","1","6020-10","Chác. Bosque Do Sol - Parelheiros","3","",""
"6020-51","1","6020-51","Estr. Do Jusa - Parelheiros","3","",""
"6021-10","1","6021-10","Term. Varginha - Jd. Nova Era","3","",""
"6022-10","1","6022-10","Pq. Cerejeira - Sto. Amaro","3","",""
"6025-10","1","6025-10","Jd. Guarujá - Sto. Amaro","3","",""
"6026-10","1","6026-10","Jd. Icaraí - Term. Sto. Amaro","3","",""
"6026-31","1","6026-31","Jd. Icaraí - Term. Sto. Amaro","3","",""
"6027-10","1","6027-10","Jd. Grauna - Term. Sto. Amaro","3","",""
"6028-10","1","6028-10","Riviera - Term. Sto. Amaro","3","",""
"6030-10","1","6030-10","Unisa-campus 1 - Term. Sto. Amaro","3","",""
"6031-10","1","6031-10","Jd. São Bernardo - Term. Grajaú","3","",""
"6034-10","1","6034-10","Pq. Res. Cocaia - Term. Grajaú","3","",""
"6035-10","1","6035-10","Vl. Gilda - Sto. Amaro","3","",""
"6035-21","1","6035-21","Vl. Gilda - Term. Guarapiranga","3","",""
"6036-10","1","6036-10","Jd. Macedônia - Sto. Amaro","3","",""
"6037-10","1","6037-10","Jd. Mitsutani - Sto. Amaro","3","",""
"6038-10","1","6038-10","Jd. Das Rosas - Sto. Amaro","3","",""
"6039-10","1","6039-10","Valo Velho - Sto. Amaro","3","",""
"6039-21","1","6039-21","Term. Capelinha - Cohab Jd. São Bento","3","",""
"6041-10","1","6041-10","Jd. Jangadeiro - Sto. Amaro","3","",""
"6041-21","1","6041-21","Term. João Dias - Jd. Monte Azul","3","",""
"6042-10","1","6042-10","Jd. Três Estrelas - Sto. Amaro","3","",""
"6042-21","1","6042-21","Term. Capelinha - Ceu Capão Redondo","3","",""
"6042-22","1","6042-22","Jd. Vaz De Lima - Term. Capelinha","3","",""
"6043-10","1","6043-10","Jd. Capelinha - Term. Sto. Amaro","3","",""
"6044-10","1","6044-10","Jd. D. José - Term. Sto. Amaro","3","",""
"6045-10","1","6045-10","Valo Velho - Sto. Amaro","3","",""
"6045-21","1","6045-21","Valo Velho - Term. Capelinha","3","",""
"6046-10","1","6046-10","Jd. São Bento Novo - Sto. Amaro","3","",""
"6047-10","1","6047-10","Jd. Lídia - Sto. Amaro","3","",""
"6048-10","1","6048-10","Capão Redondo - Sto. Amaro","3","",""
"6049-10","1","6049-10","Valo Velho - Sto. Amaro","3","",""
"6050-10","1","6050-10","Pq. Cocaia - Term. Grajaú","3","",""
"6051-10","1","6051-10","Jd. Itajaí - Term. Varginha","3","",""
"6051-31","1","6051-31","Jd. Itajaí - Term. Varginha","3","",""
"6052-10","1","6052-10","Jd. Sete De Setembro - Term. Varginha","3","",""
"6052-31","1","6052-31","Jd. Almeida Prado - Term. Varginha","3","",""
"6053-10","1","6053-10","Jd. Ellus - Term. Grajaú","3","",""
"6055-10","1","6055-10","Jd. São Bernardo - Shop. Interlagos","3","",""
